employee_id,age,gender,marital_status,salary,employment_type,region,has_dependents,tenure_years,enrolled,application_date,last_contact_date,last_contact_channel,plan_tier_requested,broker_channel,prior_year_enrolled,legacy_propensity_score,n_employees_region,hist_enrollment_rate_region,avg_salary_region,avg_premium_cost_usd,benefits_broker_rating,hr_outreach_capacity,open_enrollment_window_days,state_mandate_level
13965,55,Female,Single,47726.31,Contract,South,No,7.2,0,2024-05-19,2024-04-25,Unknown,Basic,Employer-Sponsored,No,0.322,2424,0.628,65200.49,481,3.3,324,17,Medium
17607,43,Male,Widowed,69609.46,Full-time,West,No,6.6,1,2024-04-03,2024-03-15,Email,Standard,Third-Party,Yes,0.853,2582,0.613,65007.07,574,4.7,437,28,Low
15382,40,Female,Married,64519.8,Full-time,South,No,1.3,1,2024-02-20,2024-02-02,Phone,Silver,Unknown,Yes,0.942,2424,0.628,65200.49,481,3.3,324,17,Medium
15940,48,Female,Married,84350.98,Full-time,Midwest,No,1.3,1,2024-08-25,2024-08-16,None,Silver,Unknown,Yes,0.858,2488,0.617,64921.46,595,4.4,469,18,High
18917,34,Male,Married,77110.08,Full-time,Northeast,No,0.6,1,2024-03-09,2024-02-17,Email,Standard,Third-Party,New Hire,0.912,2506,0.612,65008.32,455,3.1,151,38,Low
13242,25,Male,Single,76491.21,Full-time,Northeast,No,10.3,0,2024-11-13,2024-10-23,Email,Standard,Direct,No,0.051,2506,0.612,65008.32,455,3.1,151,38,Low
12794,62,Male,Married,33461.87,Part-time,West,Yes,0.5,0,2024-03-05,2024-02-22,Phone,Bronze,Employer-Sponsored,New Hire,0.196,2582,0.613,65007.07,574,4.7,437,28,Low
15734,33,Male,Married,72713.12,Full-time,South,No,0.1,1,2024-10-03,2024-09-21,Email,Standard,Unknown,New Hire,0.896,2424,0.628,65200.49,481,3.3,324,17,Medium
12525,22,Male,Single,105411.31,Part-time,Midwest,Yes,0.3,0,2024-06-19,2024-06-13,Phone,Gold,Third-Party,New Hire,0.152,2488,0.617,64921.46,595,4.4,469,18,High
11736,27,Female,Single,67719.17,Full-time,South,No,2.4,0,2024-03-10,2024-02-16,Email,Standard,Third-Party,No,0.076,2424,0.628,65200.49,481,3.3,324,17,Medium
17961,23,Male,Single,65247.71,Full-time,South,Yes,0.8,1,2024-07-26,2024-07-18,Phone,Silver,Third-Party,New Hire,0.788,2424,0.628,65200.49,481,3.3,324,17,Medium
13125,32,Male,Widowed,60881.41,Full-time,Northeast,Yes,2.6,1,2024-03-01,2024-02-17,Email,Silver,Direct,Yes,0.908,2506,0.612,65008.32,455,3.1,151,38,Low
14941,30,Male,Single,66967.43,Full-time,Northeast,Yes,2.1,1,2024-11-17,2024-11-09,Phone,Silver,Employer-Sponsored,Yes,0.871,2506,0.612,65008.32,455,3.1,151,38,Low
17976,46,Female,Married,59082.48,Part-time,Northeast,Yes,7.0,0,2024-06-13,2024-05-28,SMS,Standard,Third-Party,No,0.084,2506,0.612,65008.32,455,3.1,151,38,Low
10274,56,Male,Single,80096.66,Full-time,Midwest,Yes,4.0,1,2024-09-29,2024-09-24,Email,Standard,Direct,Yes,0.774,2488,0.617,64921.46,595,4.4,469,18,High
19779,64,Male,Single,60944.37,Full-time,Northeast,No,3.6,1,2024-08-29,2024-08-22,SMS,Standard,Direct,Yes,0.907,2506,0.612,65008.32,455,3.1,151,38,Low
17022,42,Female,Single,55648.55,Full-time,Northeast,No,7.7,0,2024-03-30,2024-03-22,SMS,Standard,Direct,No,0.01,2506,0.612,65008.32,455,3.1,151,38,Low
19574,52,Female,Married,53369.11,Full-time,West,Yes,1.6,1,2024-07-21,2024-07-14,Email,Basic,Employer-Sponsored,New Hire,0.859,2582,0.613,65007.07,574,4.7,437,28,Low
16556,37,Male,Widowed,59599.55,Full-time,Northeast,No,2.5,0,2024-06-24,2024-06-19,Email,Silver,Third-Party,New Hire,0.261,2506,0.612,65008.32,455,3.1,151,38,Low
15579,44,Female,Married,91659.59,Contract,South,No,11.3,0,2024-10-11,2024-09-25,Phone,Premium,Third-Party,New Hire,0.086,2424,0.628,65200.49,481,3.3,324,17,Medium
15497,55,Female,Married,48339.18,Full-time,South,No,7.5,0,2024-03-17,2024-03-04,Email,Basic,Third-Party,No,,2424,0.628,65200.49,481,3.3,324,17,Medium
11453,46,Male,Married,64608.51,Full-time,Northeast,No,13.1,1,2024-02-21,2024-02-03,Email,Silver,Third-Party,Yes,0.96,2506,0.612,65008.32,455,3.1,151,38,Low
12693,39,Male,Married,70285.89,Part-time,South,Yes,3.8,1,2024-02-13,2024-01-27,Email,Standard,Third-Party,Yes,0.837,2424,0.628,65200.49,481,3.3,324,17,Medium
12768,35,Male,Divorced,77066.99,Full-time,West,Yes,3.9,1,2024-09-04,2024-08-16,Email,Silver,Employer-Sponsored,Yes,0.99,2582,0.613,65007.07,574,4.7,437,28,Low
18411,53,Male,Married,58728.43,Full-time,Northeast,Yes,1.1,1,2024-12-10,2024-12-09,Phone,Standard,Third-Party,Yes,0.798,2506,0.612,65008.32,455,3.1,151,38,Low
10240,56,Male,Single,83839.19,Full-time,South,No,0.2,1,2024-02-20,2024-02-04,Unknown,Silver,Employer-Sponsored,New Hire,0.86,2424,0.628,65200.49,481,3.3,324,17,Medium
11132,22,Female,Married,59038.75,Full-time,West,No,2.3,0,2024-12-11,2024-11-29,Email,Standard,Employer-Sponsored,New Hire,,2582,0.613,65007.07,574,4.7,437,28,Low
17894,57,Male,Married,33787.79,Full-time,Northeast,Yes,9.3,1,2024-10-15,2024-09-29,Unknown,Basic,Employer-Sponsored,Yes,0.856,2506,0.612,65008.32,455,3.1,151,38,Low
13265,32,Male,Single,73946.0,Full-time,West,Yes,1.2,1,2024-08-27,2024-08-12,SMS,Standard,Direct,Yes,0.89,2582,0.613,65007.07,574,4.7,437,28,Low
15350,23,Female,Single,44793.62,Full-time,Midwest,No,6.1,0,2024-12-24,2024-11-29,None,Basic,Direct,No,0.274,2488,0.617,64921.46,595,4.4,469,18,High
15765,27,Other,Married,68377.06,Full-time,West,Yes,0.3,1,2024-11-23,2024-11-08,Phone,Standard,Employer-Sponsored,New Hire,0.874,2582,0.613,65007.07,574,4.7,437,28,Low
11384,34,Female,Single,60921.88,Contract,West,Yes,0.6,1,2024-06-09,2024-06-04,Email,Silver,Employer-Sponsored,New Hire,0.831,2582,0.613,65007.07,574,4.7,437,28,Low
13075,60,Male,Divorced,67559.43,Full-time,South,Yes,0.5,1,2024-10-21,2024-10-13,Phone,Standard,Direct,New Hire,0.809,2424,0.628,65200.49,481,3.3,324,17,Medium
14861,22,Male,Widowed,71461.37,Full-time,South,Yes,10.1,1,2024-07-19,2024-07-07,Phone,Standard,Direct,New Hire,0.977,2424,0.628,65200.49,481,3.3,324,17,Medium
11358,45,Female,Single,76857.06,Part-time,West,Yes,1.5,1,2024-09-30,2024-09-23,Email,Silver,Third-Party,Yes,0.868,2582,0.613,65007.07,574,4.7,437,28,Low
14872,29,Male,Single,82682.28,Full-time,West,Yes,6.9,1,2024-03-18,2024-03-13,Phone,Standard,Employer-Sponsored,Yes,0.867,2582,0.613,65007.07,574,4.7,437,28,Low
12631,27,Male,Single,73926.24,Full-time,Northeast,Yes,0.0,1,2024-10-08,2024-09-26,Email,Silver,Direct,New Hire,0.849,2506,0.612,65008.32,455,3.1,151,38,Low
10625,53,Female,Single,66237.86,Part-time,Northeast,No,6.7,0,2024-02-15,2024-01-24,SMS,Standard,Employer-Sponsored,No,0.108,2506,0.612,65008.32,455,3.1,151,38,Low
10840,43,Male,Divorced,86588.03,Part-time,West,Yes,8.0,1,2024-05-26,2024-05-11,SMS,Premium,Third-Party,Yes,0.856,2582,0.613,65007.07,574,4.7,437,28,Low
14724,63,Male,Married,73552.96,Full-time,Midwest,No,0.3,1,2024-06-01,2024-05-24,Email,Standard,Third-Party,New Hire,0.755,2488,0.617,64921.46,595,4.4,469,18,High
17664,54,Male,Single,96080.17,Full-time,Midwest,No,3.8,1,2024-04-02,2024-04-01,SMS,Gold,Employer-Sponsored,Yes,0.93,2488,0.617,64921.46,595,4.4,469,18,High
10324,54,Male,Single,62174.66,Part-time,West,Yes,5.6,1,2024-09-04,2024-08-30,Unknown,Silver,Third-Party,Yes,0.779,2582,0.613,65007.07,574,4.7,437,28,Low
11868,41,Female,Married,55031.4,Contract,Midwest,No,7.2,0,2024-09-07,2024-08-23,SMS,Standard,Direct,No,0.117,2488,0.617,64921.46,595,4.4,469,18,High
15257,34,Male,Single,60635.97,Full-time,Midwest,Yes,8.7,1,2024-03-22,2024-03-13,Email,Silver,Unknown,No,0.751,2488,0.617,64921.46,595,4.4,469,18,High
12827,40,Female,Single,72154.63,Full-time,Midwest,No,0.1,1,2024-03-20,2024-02-26,Unknown,Standard,Employer-Sponsored,New Hire,0.865,2488,0.617,64921.46,595,4.4,469,18,High
15173,32,Male,Single,56810.82,Full-time,West,Yes,3.6,1,2024-01-18,2023-12-23,Unknown,Silver,Direct,New Hire,0.906,2582,0.613,65007.07,574,4.7,437,28,Low
17084,28,Female,Married,80701.61,Full-time,Northeast,Yes,7.8,1,2024-03-26,2024-03-12,Email,Silver,Employer-Sponsored,No,0.893,2506,0.612,65008.32,455,3.1,151,38,Low
13928,61,Female,Single,81892.37,Part-time,South,Yes,3.0,1,2024-03-01,2024-02-15,Email,Silver,Third-Party,Yes,0.903,2424,0.628,65200.49,481,3.3,324,17,Medium
18630,40,Female,Married,61162.53,Full-time,Northeast,Yes,5.1,1,2024-08-30,2024-08-04,SMS,Silver,Unknown,Yes,0.924,2506,0.612,65008.32,455,3.1,151,38,Low
10120,22,Male,Married,39427.35,Full-time,South,Yes,2.4,0,2024-02-03,2024-01-18,Email,Basic,Direct,No,0.064,2424,0.628,65200.49,481,3.3,324,17,Medium
19692,45,Female,Married,41289.5,Full-time,South,Yes,5.6,1,2024-03-21,2024-02-25,Email,Basic,Third-Party,Yes,0.856,2424,0.628,65200.49,481,3.3,324,17,Medium
19539,64,Male,Married,72318.54,Full-time,Northeast,Yes,9.3,1,2024-02-25,2024-02-07,Phone,Standard,Employer-Sponsored,New Hire,0.99,2506,0.612,65008.32,455,3.1,151,38,Low
12378,31,Male,Single,70085.31,Contract,Midwest,No,4.9,0,2024-01-13,2023-12-28,Email,Standard,Third-Party,New Hire,0.144,2488,0.617,64921.46,595,4.4,469,18,High
15911,37,Male,Single,98582.49,Full-time,West,Yes,2.6,1,2024-10-24,2024-09-29,SMS,Gold,Third-Party,No,0.946,2582,0.613,65007.07,574,4.7,437,28,Low
17510,62,Female,Single,71518.11,Full-time,Northeast,Yes,2.6,1,2024-09-18,2024-08-21,Unknown,Standard,Third-Party,Yes,0.867,2506,0.612,65008.32,455,3.1,151,38,Low
19219,59,Male,Single,63602.81,Full-time,Midwest,No,1.6,1,2024-02-12,2024-01-18,Phone,Standard,Third-Party,New Hire,0.797,2488,0.617,64921.46,595,4.4,469,18,High
13302,27,Male,Single,42055.64,Full-time,Midwest,Yes,2.2,0,2024-07-28,2024-07-07,SMS,Unknown,Employer-Sponsored,No,0.08,2488,0.617,64921.46,595,4.4,469,18,High
17525,39,Male,Widowed,65999.6,Full-time,West,Yes,1.1,1,2024-09-11,2024-09-01,Email,Silver,Direct,Yes,0.913,2582,0.613,65007.07,574,4.7,437,28,Low
14173,24,Male,Single,62615.44,Part-time,Northeast,No,1.3,0,2024-01-17,2023-12-22,Email,Standard,Employer-Sponsored,No,0.137,2506,0.612,65008.32,455,3.1,151,38,Low
19093,32,Female,Married,36980.76,Full-time,Midwest,Yes,3.0,1,2024-11-03,2024-10-27,Email,Basic,Direct,No,0.99,2488,0.617,64921.46,595,4.4,469,18,High
17880,22,Male,Married,66183.87,Full-time,South,No,1.8,0,2024-03-27,2024-03-25,Email,Standard,Direct,Yes,0.096,2424,0.628,65200.49,481,3.3,324,17,Medium
19397,22,Female,Single,86549.79,Full-time,Northeast,No,3.3,0,2024-10-26,2024-10-09,Phone,Gold,Employer-Sponsored,New Hire,0.105,2506,0.612,65008.32,455,3.1,151,38,Low
19986,34,Male,Single,68867.78,Full-time,Midwest,No,3.6,1,2024-01-09,2023-12-22,Unknown,Standard,Direct,Yes,0.925,2488,0.617,64921.46,595,4.4,469,18,High
15038,46,Male,Widowed,67353.9,Full-time,Northeast,Yes,0.7,1,2024-06-25,2024-06-24,Email,Standard,Third-Party,New Hire,0.924,2506,0.612,65008.32,455,3.1,151,38,Low
16722,59,Male,Married,55721.49,Part-time,West,Yes,4.6,0,2024-10-21,2024-09-27,Email,Standard,Unknown,Yes,0.1,2582,0.613,65007.07,574,4.7,437,28,Low
14051,62,Female,Single,73607.33,Full-time,West,Yes,3.4,1,2024-05-26,2024-05-05,Email,Standard,Unknown,No,,2582,0.613,65007.07,574,4.7,437,28,Low
16964,34,Female,Single,85589.11,Part-time,South,No,1.1,0,2024-07-15,2024-07-07,Email,Premium,Third-Party,Yes,0.149,2424,0.628,65200.49,481,3.3,324,17,Medium
10553,33,Male,Married,76654.93,Part-time,Midwest,Yes,8.1,1,2024-11-23,2024-10-28,SMS,Silver,Direct,Yes,0.981,2488,0.617,64921.46,595,4.4,469,18,High
10407,61,Male,Married,83856.92,Part-time,Northeast,Yes,1.5,1,2024-11-10,2024-10-27,Email,Silver,Employer-Sponsored,Yes,0.99,2506,0.612,65008.32,455,3.1,151,38,Low
16214,50,Male,Single,104510.38,Full-time,South,Yes,7.3,1,2024-01-14,2023-12-21,Email,Gold,Employer-Sponsored,Yes,0.968,2424,0.628,65200.49,481,3.3,324,17,Medium
13135,27,Female,Married,64920.52,Full-time,Northeast,No,0.8,0,,2024-12-05,Email,Silver,Direct,New Hire,0.103,2506,0.612,65008.32,455,3.1,151,38,Low
13299,40,Male,Single,61573.41,Part-time,Northeast,No,2.8,0,2024-10-12,2024-09-24,Email,Standard,Direct,No,0.35,2506,0.612,65008.32,455,3.1,151,38,Low
17480,43,Female,Married,85352.03,Part-time,West,No,3.8,0,2024-04-15,2024-03-31,Email,Premium,Direct,No,0.191,2582,0.613,65007.07,574,4.7,437,28,Low
12350,53,Female,Married,51081.45,Contract,South,Yes,1.4,0,2024-10-16,2024-10-04,Phone,Basic,Direct,No,0.204,2424,0.628,65200.49,481,3.3,324,17,Medium
15843,64,Male,Married,49485.77,Full-time,West,No,4.9,0,2024-02-29,2024-02-07,Phone,Unknown,Direct,No,0.073,2582,0.613,65007.07,574,4.7,437,28,Low
17666,57,Female,Single,71446.67,Contract,Midwest,No,1.0,0,2024-03-29,2024-03-15,Email,Standard,Third-Party,New Hire,0.291,2488,0.617,64921.46,595,4.4,469,18,High
10237,52,Male,Married,48580.92,Full-time,Northeast,Yes,7.2,1,2024-07-28,2024-07-01,Email,Unknown,Third-Party,Yes,0.947,2506,0.612,65008.32,455,3.1,151,38,Low
15782,63,Male,Single,87711.17,Full-time,West,Yes,0.3,1,2024-05-22,2024-05-13,Unknown,Gold,Third-Party,New Hire,0.87,2582,0.613,65007.07,574,4.7,437,28,Low
16083,63,Female,Single,52935.92,Full-time,South,No,2.1,0,2024-06-06,2024-05-18,Unknown,Basic,Employer-Sponsored,No,0.262,2424,0.628,65200.49,481,3.3,324,17,Medium
16080,34,Female,Single,58775.56,Full-time,South,No,7.8,0,2024-12-28,2024-12-22,Email,Standard,Direct,New Hire,0.298,2424,0.628,65200.49,481,3.3,324,17,Medium
17898,36,Female,Married,70467.96,Contract,Midwest,Yes,10.9,1,2024-11-26,2024-11-16,Email,Standard,Third-Party,Yes,0.899,2488,0.617,64921.46,595,4.4,469,18,High
13164,57,Female,Divorced,60613.34,Full-time,South,No,2.3,1,2024-02-02,2024-01-06,Email,Standard,Direct,Yes,0.789,2424,0.628,65200.49,481,3.3,324,17,Medium
10500,57,Female,Married,43508.9,Part-time,Midwest,Yes,3.7,0,2024-07-02,2024-06-18,SMS,Bronze,Direct,No,0.252,2488,0.617,64921.46,595,4.4,469,18,High
14919,57,Female,Single,64966.47,Full-time,South,Yes,1.6,1,2024-10-12,2024-10-05,Email,Silver,Employer-Sponsored,Yes,0.853,2424,0.628,65200.49,481,3.3,324,17,Medium
13626,44,Male,Married,49263.44,Full-time,Northeast,No,2.0,0,2024-08-06,2024-07-27,Phone,Basic,Direct,No,0.255,2506,0.612,65008.32,455,3.1,151,38,Low
13128,35,Female,Widowed,76524.92,Full-time,Northeast,Yes,1.3,1,2024-09-19,2024-09-10,Phone,Standard,Direct,Yes,,2506,0.612,65008.32,455,3.1,151,38,Low
18987,43,Female,Single,58470.19,Full-time,Northeast,Yes,0.5,1,2024-06-06,2024-06-03,Email,Standard,Employer-Sponsored,New Hire,0.783,2506,0.612,65008.32,455,3.1,151,38,Low
13359,24,Male,Married,59533.38,Full-time,Northeast,Yes,0.0,0,2024-04-15,2024-04-24,SMS,Standard,Third-Party,New Hire,0.288,2506,0.612,65008.32,455,3.1,151,38,Low
19183,63,Male,Married,93782.64,Contract,South,Yes,2.4,1,2024-04-24,2024-04-04,None,Gold,Unknown,New Hire,0.763,2424,0.628,65200.49,481,3.3,324,17,Medium
17079,30,Female,Single,68050.4,Full-time,West,Yes,6.0,1,2024-06-02,2024-05-23,Phone,Standard,Direct,New Hire,0.987,2582,0.613,65007.07,574,4.7,437,28,Low
18583,43,Other,Single,63202.25,Full-time,Midwest,No,2.1,1,2024-06-15,2024-05-25,Phone,Standard,Employer-Sponsored,Yes,0.99,2488,0.617,64921.46,595,4.4,469,18,High
14840,34,Female,Widowed,49332.91,Full-time,Midwest,Yes,7.4,1,2024-03-02,2024-02-16,Email,Unknown,Direct,New Hire,0.933,2488,0.617,64921.46,595,4.4,469,18,High
11218,43,Male,Married,74869.57,Full-time,West,No,7.8,1,2024-10-04,2024-09-27,Email,Silver,Direct,Yes,0.794,2582,0.613,65007.07,574,4.7,437,28,Low
10236,44,Male,Single,84511.13,Full-time,West,Yes,7.6,1,,2024-10-27,Phone,Silver,Direct,Yes,,2582,0.613,65007.07,574,4.7,437,28,Low
10332,45,Female,Single,53080.4,Full-time,South,Yes,0.5,1,2024-11-02,2024-10-12,SMS,Basic,Third-Party,New Hire,0.767,2424,0.628,65200.49,481,3.3,324,17,Medium
14577,35,Male,Single,72429.36,Full-time,West,No,7.4,1,2024-01-23,2024-01-07,None,Silver,Direct,Yes,0.927,2582,0.613,65007.07,574,4.7,437,28,Low
13189,58,Male,Single,64710.82,Full-time,South,Yes,10.8,1,2024-05-28,2024-05-24,Unknown,Standard,Direct,New Hire,0.841,2424,0.628,65200.49,481,3.3,324,17,Medium
17777,44,Female,Widowed,65988.29,Full-time,Midwest,No,10.8,1,2024-10-22,2024-09-30,Email,Standard,Third-Party,Yes,0.962,2488,0.617,64921.46,595,4.4,469,18,High
10045,23,Male,Married,72724.62,Full-time,South,Yes,0.1,1,2024-03-14,2024-03-13,Email,Standard,Third-Party,New Hire,0.894,2424,0.628,65200.49,481,3.3,324,17,Medium
17926,22,Female,Married,62566.3,Full-time,West,No,5.1,0,2024-12-10,2024-11-21,Phone,Standard,Third-Party,Yes,0.042,2582,0.613,65007.07,574,4.7,437,28,Low
14217,59,Female,Married,56221.62,Part-time,Northeast,Yes,0.1,0,2024-06-20,2024-06-12,Email,Silver,Employer-Sponsored,New Hire,0.01,2506,0.612,65008.32,455,3.1,151,38,Low
13073,45,Female,Single,61247.1,Part-time,Midwest,No,0.9,0,2024-02-07,2024-02-01,Phone,Standard,Employer-Sponsored,New Hire,0.096,2488,0.617,64921.46,595,4.4,469,18,High
17912,61,Male,Married,93766.15,Full-time,South,No,0.7,1,2024-05-15,2024-04-28,Email,Gold,Employer-Sponsored,New Hire,0.912,2424,0.628,65200.49,481,3.3,324,17,Medium
15023,32,Female,Widowed,65562.25,Full-time,West,No,0.4,1,2024-12-27,2024-12-01,Email,Standard,Direct,New Hire,0.813,2582,0.613,65007.07,574,4.7,437,28,Low
16660,56,Female,Single,80531.56,Part-time,Midwest,Yes,1.6,1,2024-02-01,2024-01-30,Phone,Standard,Third-Party,New Hire,0.972,2488,0.617,64921.46,595,4.4,469,18,High
11595,25,Male,Single,64377.4,Full-time,West,No,0.0,0,2024-12-11,2024-11-23,None,Silver,Employer-Sponsored,New Hire,0.049,2582,0.613,65007.07,574,4.7,437,28,Low
18416,50,Male,Widowed,62125.92,Full-time,Midwest,Yes,0.8,1,2024-10-26,2024-10-09,Email,Standard,Employer-Sponsored,New Hire,0.913,2488,0.617,64921.46,595,4.4,469,18,High
14710,49,Male,Divorced,75065.69,Full-time,South,Yes,0.7,1,2024-12-28,2024-12-08,Phone,Standard,Direct,New Hire,0.798,2424,0.628,65200.49,481,3.3,324,17,Medium
12892,41,Female,Divorced,68287.55,Part-time,West,Yes,5.4,1,2024-01-10,2024-01-07,Phone,Silver,Third-Party,Yes,0.848,2582,0.613,65007.07,574,4.7,437,28,Low
11246,27,Male,Divorced,53217.38,Full-time,South,Yes,1.4,0,2024-11-28,2024-11-04,Email,Unknown,Employer-Sponsored,No,0.138,2424,0.628,65200.49,481,3.3,324,17,Medium
17770,46,Male,Single,62479.12,Full-time,Midwest,Yes,3.1,1,2024-08-12,2024-07-16,Unknown,Silver,Unknown,New Hire,0.804,2488,0.617,64921.46,595,4.4,469,18,High
11541,38,Male,Single,51588.77,Part-time,West,Yes,1.0,0,2024-12-21,2024-12-05,Email,Basic,Employer-Sponsored,Yes,0.112,2582,0.613,65007.07,574,4.7,437,28,Low
14626,57,Male,Single,73353.85,Part-time,South,Yes,2.5,1,2024-12-23,2024-12-07,Unknown,Silver,Direct,Yes,,2424,0.628,65200.49,481,3.3,324,17,Medium
10819,36,Male,Married,102146.09,Full-time,Midwest,Yes,0.2,1,,2024-01-18,None,Gold,Third-Party,New Hire,0.937,2488,0.617,64921.46,595,4.4,469,18,High
10156,32,Female,Married,54872.05,Full-time,South,Yes,0.5,1,2024-12-19,2024-11-24,Email,Unknown,Direct,New Hire,0.77,2424,0.628,65200.49,481,3.3,324,17,Medium
17511,48,Male,Married,78965.82,Full-time,West,Yes,5.3,1,2024-12-12,2024-11-15,SMS,Standard,Employer-Sponsored,New Hire,0.936,2582,0.613,65007.07,574,4.7,437,28,Low
16745,63,Female,Divorced,70781.19,Full-time,South,Yes,0.4,1,2024-09-24,2024-08-29,SMS,Standard,Direct,New Hire,0.859,2424,0.628,65200.49,481,3.3,324,17,Medium
18636,60,Male,Married,61300.46,Full-time,Midwest,Yes,8.1,1,2024-04-09,2024-04-07,Email,Standard,Direct,Yes,0.805,2488,0.617,64921.46,595,4.4,469,18,High
10249,53,Female,Married,103809.24,Part-time,South,No,0.3,0,2024-07-07,2024-06-18,SMS,Gold,Direct,New Hire,0.206,2424,0.628,65200.49,481,3.3,324,17,Medium
14015,35,Female,Single,51931.86,Full-time,Northeast,No,7.3,0,2024-10-25,2024-10-22,Email,Basic,Employer-Sponsored,Yes,0.01,2506,0.612,65008.32,455,3.1,151,38,Low
17610,58,Male,Married,92606.06,Full-time,Northeast,No,1.7,1,2024-08-15,2024-07-23,Email,Gold,Direct,Yes,0.919,2506,0.612,65008.32,455,3.1,151,38,Low
15227,42,Male,Married,50703.83,Full-time,South,Yes,2.4,1,2024-11-19,2024-10-23,Unknown,Basic,Direct,Yes,0.849,2424,0.628,65200.49,481,3.3,324,17,Medium
18175,32,Male,Married,61909.87,Full-time,Midwest,Yes,5.4,1,2024-01-05,2023-12-22,Phone,Standard,Third-Party,New Hire,,2488,0.617,64921.46,595,4.4,469,18,High
18986,47,Male,Married,78669.58,Full-time,West,Yes,2.2,1,2024-05-04,2024-04-10,Unknown,Standard,Direct,Yes,0.841,2582,0.613,65007.07,574,4.7,437,28,Low
18120,28,Male,Divorced,66872.43,Part-time,Northeast,Yes,0.3,0,,2024-11-29,SMS,Standard,Employer-Sponsored,New Hire,0.065,2506,0.612,65008.32,455,3.1,151,38,Low
13190,22,Female,Widowed,95745.64,Full-time,Midwest,Yes,8.5,1,2024-12-23,2024-12-12,None,Gold,Direct,New Hire,,2488,0.617,64921.46,595,4.4,469,18,High
12650,56,Male,Married,35464.77,Full-time,West,Yes,3.2,1,2024-12-16,2024-12-07,Phone,Basic,Employer-Sponsored,New Hire,0.99,2582,0.613,65007.07,574,4.7,437,28,Low
10629,33,Male,Single,57609.92,Full-time,Midwest,Yes,0.5,1,2024-12-26,2024-12-14,Phone,Silver,Third-Party,New Hire,0.913,2488,0.617,64921.46,595,4.4,469,18,High
11231,57,Female,Single,70529.65,Full-time,Midwest,No,10.0,1,2024-07-07,2024-07-03,SMS,Standard,Employer-Sponsored,New Hire,0.721,2488,0.617,64921.46,595,4.4,469,18,High
12340,44,Female,Married,44675.41,Full-time,Midwest,No,15.1,0,2024-01-22,2024-01-07,SMS,Basic,Third-Party,No,0.243,2488,0.617,64921.46,595,4.4,469,18,High
17708,51,Female,Married,47192.82,Part-time,Midwest,Yes,9.1,0,2024-04-20,2024-03-23,Phone,Bronze,Employer-Sponsored,No,0.175,2488,0.617,64921.46,595,4.4,469,18,High
16831,32,Female,Single,76742.6,Full-time,West,Yes,2.0,1,2024-10-07,2024-09-11,Email,Standard,Employer-Sponsored,Yes,,2582,0.613,65007.07,574,4.7,437,28,Low
17369,48,Female,Married,50885.42,Full-time,South,No,7.1,0,2024-03-28,2024-03-11,Email,Bronze,Third-Party,New Hire,,2424,0.628,65200.49,481,3.3,324,17,Medium
11452,34,Female,Married,36441.67,Full-time,West,No,0.8,0,2024-09-11,2024-08-30,SMS,Unknown,Direct,New Hire,0.209,2582,0.613,65007.07,574,4.7,437,28,Low
11829,22,Female,Single,45828.02,Part-time,Midwest,Yes,8.4,0,2024-07-02,2024-06-12,SMS,Unknown,Employer-Sponsored,Yes,0.302,2488,0.617,64921.46,595,4.4,469,18,High
19019,26,Male,Married,76756.37,Part-time,Northeast,Yes,0.2,0,2024-09-25,2024-09-19,None,Silver,Employer-Sponsored,New Hire,0.112,2506,0.612,65008.32,455,3.1,151,38,Low
11640,29,Male,Single,47466.92,Contract,Northeast,Yes,11.9,0,2024-04-23,2024-04-05,SMS,Unknown,Third-Party,No,,2506,0.612,65008.32,455,3.1,151,38,Low
13865,55,Male,Married,68997.5,Part-time,Midwest,Yes,2.1,1,2024-02-16,2024-01-23,Email,Standard,Employer-Sponsored,No,0.761,2488,0.617,64921.46,595,4.4,469,18,High
17938,33,Female,Married,62236.59,Full-time,West,Yes,1.3,1,2024-01-29,2024-01-27,None,Standard,Direct,No,0.881,2582,0.613,65007.07,574,4.7,437,28,Low
13421,51,Male,Single,37264.4,Full-time,Northeast,No,1.5,0,2024-02-11,2024-02-01,Phone,Basic,Direct,New Hire,0.01,2506,0.612,65008.32,455,3.1,151,38,Low
13768,61,Male,Single,83674.72,Full-time,Midwest,No,4.0,1,2024-09-04,2024-08-15,Email,Standard,Third-Party,New Hire,0.794,2488,0.617,64921.46,595,4.4,469,18,High
18728,39,Male,Married,64604.24,Full-time,Midwest,Yes,2.4,1,2024-10-10,2024-10-03,Phone,Silver,Direct,Yes,0.886,2488,0.617,64921.46,595,4.4,469,18,High
15907,59,Male,Married,62652.55,Full-time,Northeast,Yes,0.8,1,2024-09-17,2024-09-05,Email,Silver,Direct,New Hire,0.769,2506,0.612,65008.32,455,3.1,151,38,Low
18347,31,Female,Married,69553.18,Full-time,South,No,0.1,1,2024-03-21,2024-02-23,Email,Standard,Employer-Sponsored,New Hire,0.856,2424,0.628,65200.49,481,3.3,324,17,Medium
15597,55,Female,Single,58365.74,Full-time,South,Yes,1.7,1,2024-04-08,2024-03-27,Unknown,Silver,Direct,Yes,0.911,2424,0.628,65200.49,481,3.3,324,17,Medium
13150,22,Other,Single,81014.16,Full-time,West,No,8.1,0,2024-03-22,2024-02-23,Phone,Silver,Third-Party,New Hire,0.189,2582,0.613,65007.07,574,4.7,437,28,Low
