qemployee_id,age,gender,marital_status,salary,employment_type,region,has_dependents,tenure_years,enrolled,application_date,last_contact_date,last_contact_channel,plan_tier_requested,broker_channel,prior_year_enrolled,legacy_propensity_score,outreach_notes
17063,24,Male,Married,78214.75,Full-time,Northeast,Yes,5.8,1,,2024-10-08,e-mail,Standard,Third-Party,1,0.835,Follow-up scheduled
12603,57,Male,Married,67006.17,Full-time,West,No,11.3,1,2024-07-29,2024-07-12,Phone,Silver,Third-Party,1,0.845,
11947,40,Female,Married,41485.86,Part-time,West,Yes,5.7,0,,2024-05-14,e-mail,basic,Direct,0,0.01,No response to first outreach
14651,58,Female,Single,52119.99,Full-time,Northeast,Yes,8.9,1,2024-02-25,2024-02-16,PHONE,Bronze,Third-Party,1,0.935,Requested more time
17379,53,Male,Married,80272.62,Part-time,West,No,3.9,0,2024-06-06,2024-05-11,Email,silver plan,Third-Party,0,0.274,
13986,31,Male,Married,44714.34,Part-time,Northeast,No,0.3,0,2024-06-08,2024-05-26,EMAIL,BASIC,Employer-Sponsored,-1,0.082,
10753,64,Male,Married,73407.59,Full-time,Northeast,Yes,8.9,1,2024-10-04,2024-09-05,e-mail,standard,Employer-Sponsored,1,0.858,Requested more time
17212,55,Male,Married,39876.98,Contract,South,No,1.4,0,2024-08-05,2024-07-21,sms,basic,Third-Party,0,0.08,No response to first outreach
11362,58,Female,Single,38480.52,Part-time,Northeast,Yes,9.1,0,2024-03-05,2024-03-02,None,basic,Employer-Sponsored,0,0.249,Declined - cost concern
17917,46,Female,Single,67038.5,Full-time,West,Yes,2.1,1,01-Feb-2024,2024-01-06,e-mail,Silver,Direct,1,0.951,Declined - cost concern
12683,41,Male,Married,49495.87,Full-time,Midwest,Yes,2.3,1,2024-02-16,2024-01-31,EMAIL,basic,Direct,1,0.854,Spouse covered elsewhere
15138,28,Male,Married,57520.03,Full-time,Northeast,Yes,14.9,0,2024-09-28,2024-09-16,phone,silver plan,Employer-Sponsored,0,0.143,Spouse covered elsewhere
13285,55,Female,Married,60829.1,Part-time,South,Yes,5.3,1,2024-04-09,2024-04-01,N/A,Standard,,-1,0.899,Follow-up scheduled
11836,31,Male,Married,65236.08,Full-time,Northeast,No,2.8,1,17-Oct-2024,2024-10-05,,standard,Third-Party,-1,0.748,No response to first outreach
19331,63,Other,Widowed,71454.61,Part-time,Midwest,Yes,1.0,1,2024-12-10,2024-11-16,e-mail,STANDARD,Third-Party,1,0.963,Attended benefits webinar
10364,49,Male,Married,44549.38,Contract,South,No,1.5,0,2024-02-11,2024-01-14,PHONE,Bronze,,1,0.057,Requested more time
15253,29,Female,Single,94681.79,Full-time,Northeast,No,0.4,0,11/12/2024,2024-12-05,e-mail,Gold Plan,Direct,-1,0.105,Follow-up scheduled
12765,36,Male,Single,68441.63,Full-time,Midwest,Yes,11.3,1,2024-03-09,2024-02-15,PHONE,Silver,Direct,1,0.81,Attended benefits webinar
11136,24,Male,Divorced,85496.01,Full-time,Midwest,Yes,6.8,1,2024-01-17,2024-01-10,PHONE,premium plan,Third-Party,0,0.901,Requested more time
13213,51,Male,Single,63166.28,Full-time,West,No,1.0,1,2024-09-17,2024-09-11,PHONE,Silver,Employer-Sponsored,1,0.863,Attended benefits webinar
16916,30,Male,Married,80951.63,Full-time,South,Yes,14.8,1,,2024-01-10,Text,standard,Employer-Sponsored,1,0.928,Attended benefits webinar
17508,63,Other,Married,63740.57,Full-time,Northeast,Yes,3.1,1,2024-06-16,2024-06-07,Email,Silver,Direct,1,0.876,No response to first outreach
13808,41,Other,Married,77161.39,Full-time,Midwest,No,5.4,1,24/12/2024,2024-12-23,N/A,Standard,Direct,1,0.989,Spouse covered elsewhere
16524,30,Male,Single,94509.88,Full-time,West,Yes,0.9,1,23/06/2024,2024-06-15,sms,Premium,Employer-Sponsored,-1,0.863,Declined - cost concern
11680,32,Male,Widowed,55814.53,Contract,South,Yes,2.8,0,10-Oct-2024,2024-09-28,e-mail,silver plan,Employer-Sponsored,1,0.27,Spouse covered elsewhere
14647,45,Male,Single,52660.11,Contract,South,Yes,11.5,0,2024-04-19,2024-03-24,None,BASIC,,0,0.062,No response to first outreach
13590,47,Male,Married,83435.69,Part-time,Northeast,Yes,11.9,1,2024-01-20,2023-12-31,,STANDARD,Employer-Sponsored,1,0.842,
12357,25,Female,Single,70825.09,Full-time,South,Yes,4.1,1,2024-07-05,2024-07-02,None,standard,Third-Party,-1,0.9,Declined - cost concern
19705,22,Female,Married,73637.46,Full-time,West,No,3.2,0,2024-12-09,2024-11-15,Email,silver plan,Direct,-1,0.113,Declined - cost concern
18269,32,Female,Single,59958.82,Full-time,Midwest,Yes,7.8,1,2024-09-08,2024-08-13,Call,STANDARD,Direct,1,0.983,
11623,24,Male,Married,59577.85,Part-time,West,No,4.3,0,2024-09-02,2024-08-09,sms,silver plan,Employer-Sponsored,1,0.117,Declined - cost concern
16617,35,Male,Married,78274.08,Contract,West,Yes,1.4,1,2024-09-23,2024-09-20,none,Silver,,-1,0.974,Attended benefits webinar
16868,47,Male,Married,75296.91,Full-time,Northeast,Yes,3.5,1,2024-12-30,2024-12-25,none,silver plan,Direct,0,,Follow-up scheduled
18997,25,Female,Married,48274.54,Full-time,Northeast,No,6.2,0,2024-01-30,2024-01-19,Email,basic,Third-Party,0,0.017,Follow-up scheduled
14335,60,Male,Single,63945.96,Full-time,Northeast,No,3.0,1,13/05/2024,2024-04-29,N/A,standard,Employer-Sponsored,1,0.887,Follow-up scheduled
14098,57,Male,Married,85480.29,Full-time,South,Yes,0.4,1,27-Feb-2024,2024-02-16,SMS,gold,Direct,-1,0.733,Spouse covered elsewhere
13015,42,Male,Single,54980.46,Full-time,South,Yes,1.1,1,2024-01-02,2023-12-20,sms,Basic,Employer-Sponsored,1,0.711,No response to first outreach
14811,34,Female,Married,69414.79,Full-time,Midwest,No,5.1,1,13-Nov-2024,2024-10-16,Call,Standard,Direct,1,0.836,No response to first outreach
19029,27,Male,Married,69640.27,Full-time,South,Yes,4.0,1,2024-09-09,2024-08-25,email,STANDARD,Third-Party,-1,0.874,
14939,59,Other,Married,67184.24,Full-time,Midwest,No,0.2,1,2024-01-24,2024-01-05,email,Silver,Direct,-1,0.949,
16592,34,Other,Single,65130.42,Contract,Northeast,Yes,1.6,1,29/10/2024,2024-10-14,email,Standard,Direct,1,0.96,Requested more time
12069,58,Male,Single,69425.94,Full-time,West,Yes,4.2,1,2024-10-22,2024-09-28,Text,Silver,Employer-Sponsored,0,0.937,Requested more time
14390,35,Female,Married,77553.93,Part-time,West,No,4.2,0,2024-08-26,2024-08-04,sms,Silver,Direct,-1,0.229,Attended benefits webinar
10880,51,Male,Single,34438.8,Part-time,South,No,0.8,0,13/05/2024,2024-04-22,Phone,BASIC,Direct,-1,0.038,No response to first outreach
18662,34,Male,Married,49288.3,Full-time,Northeast,Yes,9.2,1,2024-07-20,2024-07-04,Call,BASIC,Employer-Sponsored,1,0.84,Declined - cost concern
16910,44,Female,Married,56483.41,Full-time,South,Yes,5.4,1,2024-02-28,2024-02-10,sms,standard,Third-Party,-1,0.911,Declined - cost concern
19500,39,Male,Married,97387.37,Part-time,West,Yes,4.7,1,2024-08-08,2024-08-06,sms,Premium,Direct,1,0.903,Declined - cost concern
15906,37,Male,Married,57082.92,Full-time,South,Yes,0.5,1,2024-06-05,2024-05-17,,STANDARD,Direct,-1,0.77,No response to first outreach
13798,38,Female,Married,66853.75,Full-time,Northeast,No,4.5,1,2024-06-06,2024-05-20,Phone,Silver,Employer-Sponsored,-1,0.947,
14960,26,Male,Single,78771.39,Full-time,West,No,13.1,0,2024-07-09,2024-07-18,sms,Silver,Direct,0,0.103,Follow-up scheduled
10759,32,Female,Single,37509.41,Part-time,West,No,8.7,0,2024-09-05,2024-09-03,Text,,,-1,0.29,Attended benefits webinar
13122,62,Female,Married,73060.5,Full-time,West,Yes,2.3,1,2024-04-02,2024-03-16,Email,STANDARD,Direct,-1,0.823,No response to first outreach
16352,46,Female,Married,64855.05,Full-time,West,No,8.9,1,12-Mar-2024,2024-02-16,,Silver,Employer-Sponsored,1,0.746,Attended benefits webinar
12403,45,Male,Single,61608.74,Full-time,West,Yes,1.4,1,19/12/2024,2024-12-18,PHONE,Silver,Employer-Sponsored,1,0.99,
17096,60,Male,Single,36149.46,Full-time,Northeast,Yes,1.3,1,23-Sep-2024,2024-09-19,email,BASIC,Direct,-1,0.93,Attended benefits webinar
12060,36,Male,Single,44163.47,Full-time,West,Yes,5.2,1,16/07/2024,2024-07-07,sms,BASIC,Employer-Sponsored,1,0.845,Declined - cost concern
19766,63,Male,Single,48842.12,Part-time,West,Yes,1.2,0,2024-09-08,2024-08-29,,,,-1,0.16,Spouse covered elsewhere
14479,25,Female,Divorced,51537.24,Full-time,South,Yes,3.8,0,2024-08-23,2024-08-10,Email,BASIC,Third-Party,1,0.208,Requested more time
19396,57,Female,Single,69062.37,Full-time,West,Yes,2.0,1,2024-01-21,2024-01-20,phone,standard,Employer-Sponsored,1,0.795,Spouse covered elsewhere
12578,41,Female,Married,55370.11,Full-time,South,Yes,3.9,1,2024-04-01,2024-03-16,,Standard,Employer-Sponsored,0,0.977,Requested more time
11912,47,Female,Married,59957.95,Part-time,Northeast,No,0.6,0,2024-11-08,2024-10-23,PHONE,silver plan,Direct,-1,0.023,Spouse covered elsewhere
16742,63,Male,Married,53199.81,Full-time,South,No,2.6,0,2024-03-31,2024-03-28,email,basic,Employer-Sponsored,0,0.092,Requested more time
19866,64,Female,Married,75981.61,Full-time,Northeast,No,3.1,1,2024-01-03,2023-12-31,none,Silver,Employer-Sponsored,-1,0.863,Declined - cost concern
11021,47,Other,Divorced,55889.49,Full-time,South,Yes,1.1,1,22/06/2024,2024-06-03,EMAIL,Standard,Direct,-1,0.929,No response to first outreach
11074,47,Male,Divorced,74848.09,Contract,Northeast,Yes,0.9,1,2024-05-19,2024-04-21,Call,silver plan,Third-Party,-1,0.842,Requested more time
15850,39,Female,Single,72580.06,Full-time,West,Yes,3.8,1,2024-06-12,2024-06-09,none,Silver,Direct,1,0.847,Spouse covered elsewhere
15256,33,Male,Married,64018.2,Part-time,Northeast,No,4.5,0,2024-02-19,2024-02-12,None,STANDARD,Third-Party,0,0.176,Declined - cost concern
10059,25,Female,Divorced,93346.65,Part-time,South,No,9.7,0,2024-07-05,2024-06-25,email,Gold,Employer-Sponsored,-1,,Spouse covered elsewhere
15423,61,Female,Single,60456.98,Full-time,West,Yes,6.3,1,2024-07-19,2024-07-16,phone,Silver,Employer-Sponsored,0,,Follow-up scheduled
19233,52,Other,Single,65959.38,Full-time,West,Yes,2.7,1,2024-11-01,2024-10-09,Call,silver plan,Third-Party,-1,0.955,Spouse covered elsewhere
12295,23,Male,Single,47729.24,Full-time,Northeast,No,4.4,0,2024-10-24,2024-10-21,Phone,Basic,Direct,-1,,Requested more time
18353,62,Female,Married,47647.46,Full-time,Northeast,Yes,1.3,1,2024-06-24,2024-06-09,N/A,Basic,Third-Party,1,,Declined - cost concern
18225,35,Female,Married,56500.85,Full-time,West,Yes,1.3,1,01/07/2024,2024-06-25,Phone,Standard,Direct,1,0.912,No response to first outreach
15335,52,Female,Married,58263.01,Contract,South,No,2.4,0,2024-03-10,2024-03-09,email,Standard,Third-Party,0,0.083,Requested more time
18944,63,Female,Married,77353.27,Full-time,South,Yes,7.7,1,2024-09-10,2024-09-02,EMAIL,STANDARD,Employer-Sponsored,1,0.814,
17297,56,Female,Single,40365.65,Part-time,South,Yes,6.4,0,,2024-01-10,EMAIL,basic,Employer-Sponsored,0,0.098,No response to first outreach
12399,29,Male,Married,74771.75,Part-time,West,Yes,6.2,0,2024-09-13,2024-08-24,sms,Standard,Third-Party,0,0.099,
17600,51,Female,Married,56897.63,Part-time,South,No,3.7,0,11/06/2024,2024-06-08,N/A,Silver,Third-Party,0,0.139,
16790,37,Female,Divorced,69433.38,Part-time,Midwest,No,0.1,0,12/06/2024,2024-05-25,phone,STANDARD,Third-Party,-1,0.249,Spouse covered elsewhere
17558,36,Male,Married,53397.65,Full-time,South,Yes,4.5,1,29/02/2024,2024-02-16,PHONE,Basic,Third-Party,-1,0.837,Declined - cost concern
13134,41,Female,Married,84896.61,Full-time,South,No,5.4,1,2024-03-29,2024-03-03,SMS,Silver,Employer-Sponsored,1,0.978,No response to first outreach
11069,36,Female,Married,69617.8,Full-time,Midwest,Yes,0.9,1,2024-06-08,2024-05-14,N/A,Standard,Direct,-1,0.835,
12530,61,Male,Married,55285.69,Full-time,South,Yes,1.3,1,2024-02-04,2024-01-25,sms,silver plan,Direct,-1,0.773,No response to first outreach
11774,52,Male,Widowed,85557.67,Contract,Northeast,Yes,4.3,1,2024-12-25,2024-12-13,phone,Gold Plan,,0,0.876,Spouse covered elsewhere
11478,36,Male,Divorced,51254.98,Full-time,West,No,11.0,0,2024-03-30,2024-03-01,Email,,Direct,0,0.244,Requested more time
11514,48,Female,Married,59484.14,Full-time,South,Yes,1.6,1,2024-03-19,2024-02-24,SMS,silver plan,Direct,1,0.831,Follow-up scheduled
16293,34,Female,Single,100910.3,Full-time,West,No,5.4,1,2024-05-13,2024-04-19,Phone,Gold Plan,Employer-Sponsored,1,0.769,No response to first outreach
16708,33,Female,Married,74276.37,Full-time,Northeast,Yes,2.7,1,2024-03-21,2024-02-21,SMS,Standard,Employer-Sponsored,0,0.778,No response to first outreach
13286,32,Male,Single,56020.74,Full-time,Northeast,No,11.4,0,2024-05-13,2024-05-05,sms,Silver,Direct,-1,0.062,Requested more time
14452,38,Male,Single,79353.67,Full-time,Northeast,Yes,1.8,1,2024-02-12,2024-01-21,none,standard,Direct,1,0.79,No response to first outreach
13069,45,Female,Single,76927.49,Full-time,West,No,2.9,1,2024-10-25,2024-10-24,phone,STANDARD,Direct,1,0.938,Spouse covered elsewhere
15361,22,Female,Married,62216.62,Full-time,South,Yes,1.9,1,2024-04-20,2024-03-26,Email,Standard,Third-Party,1,0.817,
15165,53,Female,Single,76636.59,Full-time,West,No,2.2,1,2024-06-03,2024-05-21,Email,standard,Employer-Sponsored,-1,0.99,Requested more time
19505,33,Female,Divorced,66681.46,Full-time,Midwest,Yes,0.9,1,2024-06-09,2024-05-21,N/A,standard,Employer-Sponsored,-1,0.785,Follow-up scheduled
16292,39,Male,Divorced,72812.2,Full-time,South,No,6.6,1,30-Jun-2024,2024-06-14,Phone,standard,Employer-Sponsored,1,0.838,Declined - cost concern
18923,22,Other,Married,73743.2,Full-time,Northeast,No,5.3,0,2024-01-26,2023-12-29,None,standard,Direct,0,,Declined - cost concern
19509,36,Female,Married,63965.42,Full-time,West,No,3.0,1,,2024-06-08,SMS,silver plan,Employer-Sponsored,1,0.884,Attended benefits webinar
14613,41,Female,Divorced,43589.62,Part-time,Northeast,Yes,1.6,0,06-Apr-2024,2024-03-11,,BASIC,Direct,0,0.216,No response to first outreach
19697,48,Male,Married,49250.06,Part-time,West,Yes,0.7,0,2024-04-18,2024-04-08,Text,basic,Employer-Sponsored,-1,0.196,Follow-up scheduled
13290,60,Female,Single,76153.27,Part-time,Northeast,Yes,22.0,1,2024-04-09,2024-03-22,email,Silver,Direct,0,0.951,No response to first outreach
11800,54,Female,Single,61998.78,Part-time,Northeast,No,2.9,0,,2024-03-13,Email,silver plan,Direct,0,0.21,Attended benefits webinar
18974,27,Female,Single,85410.95,Full-time,Midwest,Yes,3.5,1,2024-01-10,2023-12-24,,Premium,Third-Party,1,0.733,Follow-up scheduled
17879,26,Female,Married,60634.77,Full-time,South,Yes,1.5,1,2024-12-09,2024-11-17,Email,STANDARD,Direct,1,0.796,Declined - cost concern
18770,37,Female,Single,52072.13,Part-time,South,Yes,0.0,0,08/10/2024,2024-10-03,EMAIL,Bronze,Direct,-1,0.21,No response to first outreach
12010,32,Female,Single,67082.11,Full-time,West,Yes,9.7,1,,2024-01-22,Email,Silver,Third-Party,1,0.937,Declined - cost concern
12501,42,Male,Divorced,72893.67,Full-time,South,Yes,1.2,1,15/09/2024,2024-08-31,e-mail,standard,Employer-Sponsored,1,0.791,Declined - cost concern
19657,59,Male,Married,71715.41,Full-time,West,Yes,3.5,1,2024-12-21,2024-11-28,e-mail,standard,Direct,-1,0.909,No response to first outreach
17243,30,Female,Married,68310.84,Part-time,West,Yes,1.3,0,,2024-06-05,EMAIL,Standard,Employer-Sponsored,0,0.145,Requested more time
12192,37,Male,Married,60074.72,Part-time,Midwest,Yes,4.8,1,2024-08-02,2024-07-29,Email,standard,Employer-Sponsored,1,0.713,
10915,23,Male,Married,76280.21,Full-time,Northeast,No,1.8,0,2024-01-13,2024-01-05,email,Silver,Third-Party,-1,,
14289,64,Male,Single,55992.16,Full-time,Midwest,Yes,2.3,1,2024-08-28,2024-08-22,PHONE,Silver,Direct,1,0.794,Follow-up scheduled
13796,47,Male,Married,57996.1,Full-time,South,Yes,3.1,1,2024-03-03,2024-02-18,Phone,silver plan,Direct,1,0.802,No response to first outreach
13722,46,Female,Divorced,86570.46,Full-time,South,Yes,7.8,1,2024-06-12,2024-06-03,none,Premium,Employer-Sponsored,1,,Requested more time
11337,42,Male,Widowed,77490.72,Full-time,Midwest,Yes,0.1,1,,2024-06-19,e-mail,standard,Direct,-1,0.906,No response to first outreach
17561,55,Female,Married,57253.87,Full-time,Midwest,No,3.4,0,2024-07-28,2024-07-05,PHONE,Standard,Employer-Sponsored,0,0.18,No response to first outreach
14086,55,Male,Married,47006.69,Part-time,South,No,3.5,0,2024-02-27,2024-02-08,Text,basic,Direct,-1,0.121,Declined - cost concern
15135,60,Female,Single,71693.35,Full-time,Northeast,No,1.0,1,16/06/2024,2024-06-08,Call,Silver,Third-Party,1,,Follow-up scheduled
16275,25,Male,Married,63320.12,Part-time,West,Yes,0.8,0,03-Jun-2024,2024-05-14,phone,silver plan,Direct,-1,0.182,No response to first outreach
16056,34,Female,Single,51132.74,Part-time,Midwest,No,2.2,0,2024-09-14,2024-08-24,email,Bronze,Third-Party,-1,0.032,No response to first outreach
17092,57,Other,Single,42581.88,Part-time,South,No,1.5,0,24/07/2024,2024-07-10,Text,BASIC,Third-Party,1,0.043,Declined - cost concern
17201,39,Male,Married,59774.59,Contract,West,Yes,0.8,0,2024-03-07,2024-02-15,Email,Silver,Direct,-1,0.129,Declined - cost concern
18220,64,Male,Single,68126.72,Full-time,South,No,19.3,1,2024-06-17,2024-05-19,sms,STANDARD,Third-Party,1,,Requested more time
15314,59,Male,Married,58954.29,Full-time,South,Yes,0.4,1,2024-08-11,2024-07-27,EMAIL,standard,Third-Party,-1,,Attended benefits webinar
12682,64,Male,Married,54890.34,Full-time,South,No,3.6,0,2024-08-28,2024-08-14,Text,Bronze,Third-Party,0,0.148,Requested more time
15615,59,Male,Married,70904.38,Full-time,Northeast,No,2.0,1,2024-05-03,2024-04-24,SMS,Silver,Third-Party,-1,0.929,Requested more time
12506,44,Male,Divorced,76888.13,Part-time,South,Yes,1.0,1,2024-06-11,2024-05-19,None,Standard,Direct,0,0.914,Spouse covered elsewhere
11304,33,Female,Married,71062.77,Part-time,Midwest,Yes,4.0,1,14-Jun-2024,2024-06-10,e-mail,Silver,Direct,-1,0.792,Declined - cost concern
14723,63,Male,Single,59071.73,Full-time,Northeast,Yes,11.6,1,2024-04-17,2024-03-20,EMAIL,silver plan,Employer-Sponsored,-1,0.99,Declined - cost concern
13806,22,Male,Single,66236.86,Full-time,South,Yes,0.6,1,2024-03-26,2024-03-16,EMAIL,silver plan,Direct,-1,0.963,Requested more time
11174,31,Female,Single,60569.41,Full-time,South,Yes,5.0,1,21/09/2024,2024-09-08,sms,Silver,Direct,1,0.873,
11433,47,Female,Married,65057.99,Part-time,South,Yes,4.4,1,,2024-04-20,sms,STANDARD,Third-Party,1,0.865,Requested more time
11100,42,Female,Single,80643.64,Full-time,Northeast,No,3.5,1,2024-02-29,2024-02-05,EMAIL,silver plan,Employer-Sponsored,1,0.934,Requested more time
19519,24,Male,Married,53494.44,Full-time,South,No,6.9,0,2024-08-04,2024-07-21,email,,Direct,0,0.035,Spouse covered elsewhere
11909,51,Male,Married,42506.92,Contract,Northeast,Yes,7.0,0,2024-07-02,2024-06-22,N/A,,Employer-Sponsored,0,0.189,Follow-up scheduled
17108,33,Male,Single,53434.86,Full-time,Northeast,Yes,2.3,1,2024-04-12,2024-04-11,Email,,Third-Party,1,0.867,Requested more time
13023,25,Female,Single,72486.43,Full-time,West,Yes,2.7,1,2024-12-27,2024-12-25,SMS,silver plan,Direct,1,0.848,Spouse covered elsewhere
19385,23,Male,Married,72479.77,Full-time,Northeast,No,1.8,0,2024-07-11,2024-06-19,None,STANDARD,Third-Party,0,0.079,Spouse covered elsewhere
19285,45,Female,Single,53430.04,Full-time,Midwest,Yes,2.7,1,,2024-05-10,SMS,BASIC,Direct,1,0.984,No response to first outreach
19790,45,Female,Single,79654.57,Full-time,South,No,9.3,1,29-Aug-2024,2024-08-12,e-mail,silver plan,Third-Party,1,0.846,
11406,58,Female,Single,59860.52,Part-time,Northeast,No,0.0,0,2024-10-07,2024-09-13,e-mail,Standard,Third-Party,-1,0.01,Attended benefits webinar
16007,27,Male,Married,53014.55,Part-time,Midwest,No,0.6,0,2024-05-17,2024-04-27,email,basic,Direct,-1,0.092,Follow-up scheduled
16295,64,Male,Single,55307.8,Full-time,Midwest,Yes,1.6,1,2024-11-27,2024-10-30,e-mail,Silver,Third-Party,0,,Requested more time
19428,35,Male,Single,84008.45,Full-time,West,No,2.1,1,23/12/2024,2024-12-05,Email,silver plan,Employer-Sponsored,-1,0.853,Spouse covered elsewhere
18314,63,Male,Married,71407.77,Contract,Northeast,Yes,6.5,1,2024-03-21,2024-03-09,Text,STANDARD,Employer-Sponsored,-1,0.915,No response to first outreach
19909,57,Female,Single,52930.11,Full-time,West,Yes,3.2,1,2024-10-06,2024-09-26,SMS,BASIC,,0,0.788,Declined - cost concern
12814,61,Female,Married,51761.6,Full-time,South,No,8.0,0,2024-10-17,2024-09-26,e-mail,BASIC,Employer-Sponsored,1,0.164,Spouse covered elsewhere
10310,51,Female,Single,95729.66,Full-time,South,Yes,4.9,1,17/05/2024,2024-04-28,Call,Gold,Employer-Sponsored,1,0.827,Declined - cost concern
15509,49,Female,Single,77452.32,Full-time,Midwest,Yes,7.7,1,2024-11-28,2024-11-22,Text,Standard,Employer-Sponsored,1,0.861,Follow-up scheduled
14091,48,Male,Married,68546.19,Contract,Midwest,No,0.9,0,17/03/2024,2024-03-04,EMAIL,STANDARD,Direct,-1,0.077,Requested more time
10776,49,Female,Single,41384.55,Full-time,West,Yes,0.6,1,04/11/2024,2024-10-29,PHONE,basic,Direct,-1,0.93,
14581,39,Female,Single,51995.31,Full-time,Midwest,No,4.1,0,16-Apr-2024,2024-03-24,email,BASIC,Direct,0,0.021,Attended benefits webinar
15671,25,Female,Married,63166.71,Full-time,West,No,1.9,0,,2024-12-19,Phone,STANDARD,Employer-Sponsored,1,0.088,Requested more time
10368,44,Male,Widowed,63419.3,Part-time,West,Yes,17.9,1,2024-06-15,2024-05-29,None,STANDARD,Third-Party,-1,0.99,No response to first outreach
10571,22,Male,Married,52302.67,Contract,Midwest,No,3.4,0,2024-10-10,2024-09-15,N/A,basic,Direct,0,0.19,Requested more time
14100,50,Female,Widowed,71902.16,Contract,South,Yes,4.0,1,2024-03-12,2024-02-17,EMAIL,silver plan,Employer-Sponsored,-1,0.751,Declined - cost concern
14746,48,Male,Single,74490.25,Contract,Northeast,Yes,2.7,1,2024-04-14,2024-03-23,Text,Silver,Employer-Sponsored,1,,Declined - cost concern
18294,58,Female,Single,66593.92,Full-time,West,Yes,16.5,1,2024-08-07,2024-07-18,Call,Standard,Direct,0,0.927,Requested more time
17612,57,Female,Divorced,72461.93,Part-time,Midwest,Yes,0.3,1,2024-02-03,2024-01-22,email,STANDARD,Direct,-1,0.824,
14538,35,Female,Married,71297.85,Full-time,West,No,10.2,1,2024-02-19,2024-01-21,sms,STANDARD,Employer-Sponsored,1,0.974,Declined - cost concern
11594,50,Male,Married,61659.27,Contract,West,Yes,5.8,1,2024-06-30,2024-06-04,e-mail,standard,Direct,1,0.776,Spouse covered elsewhere
12264,55,Male,Married,67827.64,Full-time,Northeast,No,0.6,1,2024-02-04,2024-01-08,SMS,STANDARD,Direct,-1,0.832,Follow-up scheduled
19742,22,Male,Married,70043.67,Contract,Northeast,No,0.8,0,02/11/2024,2024-10-12,Email,Standard,Third-Party,-1,0.047,Follow-up scheduled
18922,59,Male,Single,63155.03,Full-time,Northeast,Yes,2.4,1,14-Apr-2024,2024-03-26,EMAIL,standard,Employer-Sponsored,0,0.811,No response to first outreach
11542,61,Male,Single,70248.96,Full-time,Midwest,Yes,20.1,1,,2024-02-27,sms,Standard,Third-Party,-1,0.955,Requested more time
19761,22,Female,Single,67093.64,Full-time,South,No,8.2,0,2024-11-15,2024-11-05,email,Standard,Direct,0,0.208,Follow-up scheduled
18687,50,Female,Single,82632.36,Full-time,South,No,2.3,1,2024-11-23,2024-11-17,e-mail,STANDARD,Direct,-1,,Declined - cost concern
19806,43,Male,Married,58971.18,Full-time,Northeast,Yes,1.7,1,2024-04-09,2024-03-13,None,STANDARD,Third-Party,1,0.926,Attended benefits webinar
19405,54,Male,Married,40732.1,Full-time,Northeast,Yes,0.9,1,10-Jul-2024,2024-06-19,Phone,,Third-Party,-1,0.925,Requested more time
14645,48,Female,Married,64631.41,Full-time,West,No,15.1,1,13/07/2024,2024-07-12,email,silver plan,Direct,-1,0.805,No response to first outreach
19479,53,Other,Single,68543.96,Part-time,Northeast,No,1.6,0,27-Nov-2024,2024-11-24,EMAIL,Silver,Third-Party,0,,No response to first outreach
15366,47,Female,Widowed,52688.87,Part-time,South,No,3.1,0,2024-05-13,2024-04-18,Email,Basic,Third-Party,0,0.183,
11841,50,Male,Widowed,53633.55,Contract,Northeast,Yes,2.6,0,,2024-06-25,Email,basic,Third-Party,1,0.035,Attended benefits webinar
18319,24,Female,Married,64527.26,Part-time,Midwest,Yes,6.0,0,2024-04-30,2024-04-20,Phone,Standard,Third-Party,0,0.082,Declined - cost concern
16128,44,Male,Single,50470.33,Full-time,South,Yes,4.9,1,23-Sep-2024,2024-09-07,Email,BASIC,Direct,1,0.985,Spouse covered elsewhere
15042,61,Male,Single,49466.55,Full-time,Northeast,Yes,9.3,1,2024-05-24,2024-04-27,Email,Bronze,Direct,-1,0.954,Follow-up scheduled
15786,36,Female,Widowed,79419.99,Part-time,South,Yes,2.3,1,2024-11-22,2024-11-09,,Standard,Employer-Sponsored,1,0.975,
19199,42,Female,Married,61939.64,Full-time,West,No,1.1,1,2024-12-02,2024-12-01,email,standard,Third-Party,-1,0.99,No response to first outreach
10073,42,Male,Married,66979.1,Full-time,Midwest,Yes,1.5,1,14/11/2024,2024-11-07,SMS,STANDARD,Third-Party,1,0.938,Declined - cost concern
17071,59,Male,Married,89368.77,Part-time,West,No,14.5,0,2024-04-09,2024-03-22,Phone,premium plan,Third-Party,0,0.068,Spouse covered elsewhere
14830,60,Female,Single,52400.14,Full-time,South,Yes,5.4,1,2024-09-05,2024-08-13,e-mail,BASIC,Direct,1,0.854,No response to first outreach
18483,49,Female,Married,91762.73,Contract,West,Yes,3.7,1,21-Jun-2024,2024-06-08,Call,gold,Direct,1,,Spouse covered elsewhere
15091,28,Female,Married,59046.86,Full-time,Northeast,Yes,2.7,0,2024-12-14,2024-12-04,SMS,Standard,Third-Party,-1,0.266,Declined - cost concern
14859,54,Female,Married,35670.72,Full-time,Midwest,No,3.6,0,2024-10-31,2024-10-06,sms,BASIC,,0,,Follow-up scheduled
17864,59,Male,Married,37637.54,Full-time,South,Yes,3.9,1,2024-08-24,2024-07-30,e-mail,Bronze,Direct,-1,0.807,Declined - cost concern
