employee_id,predicted_probability,predicted_enrollment,risk_category,recommended_action
15314,0.99,1,Low Risk,Standard enrollment notification
12682,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
15615,1.0,1,Low Risk,Standard enrollment notification
12506,0.91,1,Low Risk,Standard enrollment notification
11304,0.96,1,Low Risk,Standard enrollment notification
14723,0.91,1,Low Risk,Standard enrollment notification
13806,0.93,1,Low Risk,Standard enrollment notification
11174,0.99,1,Low Risk,Standard enrollment notification
11433,0.99,1,Low Risk,Standard enrollment notification
11100,0.99,1,Low Risk,Standard enrollment notification
19519,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
11909,0.12,0,High Risk,Personalized phone call with HR and benefits explanation
17108,0.98,1,Low Risk,Standard enrollment notification
13023,0.98,1,Low Risk,Standard enrollment notification
19385,0.04,0,High Risk,Personalized phone call with HR and benefits explanation
19285,0.99,1,Low Risk,Standard enrollment notification
19790,0.97,1,Low Risk,Standard enrollment notification
11406,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
16007,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
16295,0.97,1,Low Risk,Standard enrollment notification
19428,0.99,1,Low Risk,Standard enrollment notification
18314,0.94,1,Low Risk,Standard enrollment notification
19909,0.94,1,Low Risk,Standard enrollment notification
12814,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
10310,1.0,1,Low Risk,Standard enrollment notification
15509,1.0,1,Low Risk,Standard enrollment notification
14091,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
10776,0.91,1,Low Risk,Standard enrollment notification
14581,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
15671,0.17,0,High Risk,Personalized phone call with HR and benefits explanation
10368,0.94,1,Low Risk,Standard enrollment notification
10571,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
14100,0.97,1,Low Risk,Standard enrollment notification
14746,0.97,1,Low Risk,Standard enrollment notification
18294,1.0,1,Low Risk,Standard enrollment notification
17612,0.89,1,Low Risk,Standard enrollment notification
14538,0.98,1,Low Risk,Standard enrollment notification
11594,0.99,1,Low Risk,Standard enrollment notification
12264,0.97,1,Low Risk,Standard enrollment notification
19742,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
18922,1.0,1,Low Risk,Standard enrollment notification
11542,0.99,1,Low Risk,Standard enrollment notification
19761,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
18687,0.97,1,Low Risk,Standard enrollment notification
19806,1.0,1,Low Risk,Standard enrollment notification
19405,0.97,1,Low Risk,Standard enrollment notification
14645,0.94,1,Low Risk,Standard enrollment notification
19479,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
15366,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
11841,0.06,0,High Risk,Personalized phone call with HR and benefits explanation
18319,0.13,0,High Risk,Personalized phone call with HR and benefits explanation
16128,1.0,1,Low Risk,Standard enrollment notification
15042,0.95,1,Low Risk,Standard enrollment notification
15786,0.99,1,Low Risk,Standard enrollment notification
19199,0.83,1,Low Risk,Standard enrollment notification
10073,1.0,1,Low Risk,Standard enrollment notification
17071,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
14830,0.99,1,Low Risk,Standard enrollment notification
18483,0.99,1,Low Risk,Standard enrollment notification
15091,0.1,0,High Risk,Personalized phone call with HR and benefits explanation
14859,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
17864,0.99,1,Low Risk,Standard enrollment notification
16234,0.98,1,Low Risk,Standard enrollment notification
12836,1.0,1,Low Risk,Standard enrollment notification
14270,0.09,0,High Risk,Personalized phone call with HR and benefits explanation
16162,0.94,1,Low Risk,Standard enrollment notification
16953,0.98,1,Low Risk,Standard enrollment notification
15831,1.0,1,Low Risk,Standard enrollment notification
19485,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
13737,0.06,0,High Risk,Personalized phone call with HR and benefits explanation
18979,0.9,1,Low Risk,Standard enrollment notification
16949,0.97,1,Low Risk,Standard enrollment notification
12512,1.0,1,Low Risk,Standard enrollment notification
17055,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
17284,1.0,1,Low Risk,Standard enrollment notification
17272,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
11781,1.0,1,Low Risk,Standard enrollment notification
16448,0.98,1,Low Risk,Standard enrollment notification
11776,0.99,1,Low Risk,Standard enrollment notification
11535,0.99,1,Low Risk,Standard enrollment notification
14935,0.32,0,Medium Risk,Reminder email with enrollment benefits
13106,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
13766,0.92,1,Low Risk,Standard enrollment notification
13335,1.0,1,Low Risk,Standard enrollment notification
13597,1.0,1,Low Risk,Standard enrollment notification
14961,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
13331,0.98,1,Low Risk,Standard enrollment notification
18095,0.06,0,High Risk,Personalized phone call with HR and benefits explanation
18612,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
14913,0.94,1,Low Risk,Standard enrollment notification
17773,1.0,1,Low Risk,Standard enrollment notification
16000,1.0,1,Low Risk,Standard enrollment notification
14395,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
14468,0.99,1,Low Risk,Standard enrollment notification
15996,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
15390,0.99,1,Low Risk,Standard enrollment notification
14363,0.91,1,Low Risk,Standard enrollment notification
13963,0.14,0,High Risk,Personalized phone call with HR and benefits explanation
14257,0.96,1,Low Risk,Standard enrollment notification
11785,0.98,1,Low Risk,Standard enrollment notification
19042,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
17206,0.89,1,Low Risk,Standard enrollment notification
11030,0.04,0,High Risk,Personalized phone call with HR and benefits explanation
10520,1.0,1,Low Risk,Standard enrollment notification
19313,0.98,1,Low Risk,Standard enrollment notification
12447,0.97,1,Low Risk,Standard enrollment notification
17211,1.0,1,Low Risk,Standard enrollment notification
15320,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
11915,1.0,1,Low Risk,Standard enrollment notification
18632,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
10239,1.0,1,Low Risk,Standard enrollment notification
17556,0.98,1,Low Risk,Standard enrollment notification
11610,0.18,0,High Risk,Personalized phone call with HR and benefits explanation
19899,1.0,1,Low Risk,Standard enrollment notification
17020,0.98,1,Low Risk,Standard enrollment notification
19067,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
10396,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
14191,0.99,1,Low Risk,Standard enrollment notification
18083,1.0,1,Low Risk,Standard enrollment notification
15936,1.0,1,Low Risk,Standard enrollment notification
15882,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
11984,0.08,0,High Risk,Personalized phone call with HR and benefits explanation
11937,0.21,0,High Risk,Personalized phone call with HR and benefits explanation
13365,0.99,1,Low Risk,Standard enrollment notification
19045,1.0,1,Low Risk,Standard enrollment notification
12619,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
16649,0.99,1,Low Risk,Standard enrollment notification
11034,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
14181,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
17687,0.92,1,Low Risk,Standard enrollment notification
19946,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
14389,0.13,0,High Risk,Personalized phone call with HR and benefits explanation
15049,0.12,0,High Risk,Personalized phone call with HR and benefits explanation
10605,0.04,0,High Risk,Personalized phone call with HR and benefits explanation
18522,0.93,1,Low Risk,Standard enrollment notification
14978,0.97,1,Low Risk,Standard enrollment notification
13269,0.98,1,Low Risk,Standard enrollment notification
12805,0.1,0,High Risk,Personalized phone call with HR and benefits explanation
11432,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
17998,0.98,1,Low Risk,Standard enrollment notification
12710,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
13651,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
17384,0.9,1,Low Risk,Standard enrollment notification
19469,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
14903,1.0,1,Low Risk,Standard enrollment notification
14209,1.0,1,Low Risk,Standard enrollment notification
12366,0.96,1,Low Risk,Standard enrollment notification
11322,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
16168,0.98,1,Low Risk,Standard enrollment notification
12577,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
15044,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
19271,0.97,1,Low Risk,Standard enrollment notification
15684,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
16915,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
15274,0.99,1,Low Risk,Standard enrollment notification
12642,0.92,1,Low Risk,Standard enrollment notification
19840,1.0,1,Low Risk,Standard enrollment notification
16689,0.92,1,Low Risk,Standard enrollment notification
18774,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
14727,1.0,1,Low Risk,Standard enrollment notification
13755,1.0,1,Low Risk,Standard enrollment notification
15667,0.98,1,Low Risk,Standard enrollment notification
17357,0.09,0,High Risk,Personalized phone call with HR and benefits explanation
18735,0.96,1,Low Risk,Standard enrollment notification
18533,0.98,1,Low Risk,Standard enrollment notification
13433,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
17688,1.0,1,Low Risk,Standard enrollment notification
19442,1.0,1,Low Risk,Standard enrollment notification
12684,0.96,1,Low Risk,Standard enrollment notification
13381,0.99,1,Low Risk,Standard enrollment notification
15711,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
17326,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
14319,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
14074,0.95,1,Low Risk,Standard enrollment notification
19203,0.93,1,Low Risk,Standard enrollment notification
16253,1.0,1,Low Risk,Standard enrollment notification
18812,0.93,1,Low Risk,Standard enrollment notification
17091,0.07,0,High Risk,Personalized phone call with HR and benefits explanation
13933,0.07,0,High Risk,Personalized phone call with HR and benefits explanation
11743,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
18734,1.0,1,Low Risk,Standard enrollment notification
10203,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
17457,1.0,1,Low Risk,Standard enrollment notification
11878,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
18715,0.95,1,Low Risk,Standard enrollment notification
16186,1.0,1,Low Risk,Standard enrollment notification
19440,0.04,0,High Risk,Personalized phone call with HR and benefits explanation
16259,0.99,1,Low Risk,Standard enrollment notification
18924,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
11924,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
19274,0.99,1,Low Risk,Standard enrollment notification
12842,1.0,1,Low Risk,Standard enrollment notification
14384,1.0,1,Low Risk,Standard enrollment notification
18335,0.09,0,High Risk,Personalized phone call with HR and benefits explanation
11925,0.98,1,Low Risk,Standard enrollment notification
18861,0.98,1,Low Risk,Standard enrollment notification
14210,0.08,0,High Risk,Personalized phone call with HR and benefits explanation
16466,0.99,1,Low Risk,Standard enrollment notification
18761,0.96,1,Low Risk,Standard enrollment notification
10028,0.98,1,Low Risk,Standard enrollment notification
18047,1.0,1,Low Risk,Standard enrollment notification
18516,0.32,0,Medium Risk,Reminder email with enrollment benefits
15206,0.07,0,High Risk,Personalized phone call with HR and benefits explanation
17913,1.0,1,Low Risk,Standard enrollment notification
17276,0.99,1,Low Risk,Standard enrollment notification
13569,0.87,1,Low Risk,Standard enrollment notification
17255,1.0,1,Low Risk,Standard enrollment notification
15321,1.0,1,Low Risk,Standard enrollment notification
17897,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
13432,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
17878,0.99,1,Low Risk,Standard enrollment notification
18259,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
16493,0.99,1,Low Risk,Standard enrollment notification
12177,0.94,1,Low Risk,Standard enrollment notification
14622,1.0,1,Low Risk,Standard enrollment notification
12522,0.96,1,Low Risk,Standard enrollment notification
15570,0.94,1,Low Risk,Standard enrollment notification
19634,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
13880,0.08,0,High Risk,Personalized phone call with HR and benefits explanation
14603,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
13552,0.96,1,Low Risk,Standard enrollment notification
19888,1.0,1,Low Risk,Standard enrollment notification
19685,0.97,1,Low Risk,Standard enrollment notification
11224,0.99,1,Low Risk,Standard enrollment notification
12445,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
17605,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
12564,0.96,1,Low Risk,Standard enrollment notification
13313,1.0,1,Low Risk,Standard enrollment notification
19944,0.24,0,High Risk,Personalized phone call with HR and benefits explanation
15792,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
19415,0.87,1,Low Risk,Standard enrollment notification
17036,1.0,1,Low Risk,Standard enrollment notification
13068,0.95,1,Low Risk,Standard enrollment notification
11627,1.0,1,Low Risk,Standard enrollment notification
11265,0.95,1,Low Risk,Standard enrollment notification
13970,0.15,0,High Risk,Personalized phone call with HR and benefits explanation
11965,0.97,1,Low Risk,Standard enrollment notification
18332,0.72,1,Low Risk,Standard enrollment notification
10878,1.0,1,Low Risk,Standard enrollment notification
19317,1.0,1,Low Risk,Standard enrollment notification
19833,0.97,1,Low Risk,Standard enrollment notification
15736,0.99,1,Low Risk,Standard enrollment notification
13479,0.08,0,High Risk,Personalized phone call with HR and benefits explanation
14110,0.91,1,Low Risk,Standard enrollment notification
10482,0.96,1,Low Risk,Standard enrollment notification
19773,0.96,1,Low Risk,Standard enrollment notification
19170,1.0,1,Low Risk,Standard enrollment notification
17890,0.99,1,Low Risk,Standard enrollment notification
17314,1.0,1,Low Risk,Standard enrollment notification
19114,0.98,1,Low Risk,Standard enrollment notification
16521,1.0,1,Low Risk,Standard enrollment notification
12553,0.99,1,Low Risk,Standard enrollment notification
19266,0.13,0,High Risk,Personalized phone call with HR and benefits explanation
19587,0.98,1,Low Risk,Standard enrollment notification
14954,1.0,1,Low Risk,Standard enrollment notification
16648,0.99,1,Low Risk,Standard enrollment notification
13130,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
14143,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
12919,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
14042,0.98,1,Low Risk,Standard enrollment notification
19758,1.0,1,Low Risk,Standard enrollment notification
14996,0.89,1,Low Risk,Standard enrollment notification
19652,0.99,1,Low Risk,Standard enrollment notification
19722,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
17398,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
19061,0.91,1,Low Risk,Standard enrollment notification
18360,0.06,0,High Risk,Personalized phone call with HR and benefits explanation
11810,0.92,1,Low Risk,Standard enrollment notification
16318,1.0,1,Low Risk,Standard enrollment notification
10205,0.97,1,Low Risk,Standard enrollment notification
13510,0.98,1,Low Risk,Standard enrollment notification
11163,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
16775,0.92,1,Low Risk,Standard enrollment notification
10087,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
15966,0.27,0,High Risk,Personalized phone call with HR and benefits explanation
18417,0.34,0,Medium Risk,Reminder email with enrollment benefits
12208,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
13047,0.04,0,High Risk,Personalized phone call with HR and benefits explanation
17748,1.0,1,Low Risk,Standard enrollment notification
14718,0.95,1,Low Risk,Standard enrollment notification
15910,0.08,0,High Risk,Personalized phone call with HR and benefits explanation
18263,1.0,1,Low Risk,Standard enrollment notification
18683,1.0,1,Low Risk,Standard enrollment notification
13981,1.0,1,Low Risk,Standard enrollment notification
18985,1.0,1,Low Risk,Standard enrollment notification
13976,1.0,1,Low Risk,Standard enrollment notification
17680,1.0,1,Low Risk,Standard enrollment notification
19051,0.96,1,Low Risk,Standard enrollment notification
11000,0.96,1,Low Risk,Standard enrollment notification
13173,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
19173,1.0,1,Low Risk,Standard enrollment notification
15185,0.22,0,High Risk,Personalized phone call with HR and benefits explanation
10996,1.0,1,Low Risk,Standard enrollment notification
12402,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
19599,0.98,1,Low Risk,Standard enrollment notification
18952,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
11045,0.94,1,Low Risk,Standard enrollment notification
13822,0.12,0,High Risk,Personalized phone call with HR and benefits explanation
12008,1.0,1,Low Risk,Standard enrollment notification
15289,0.97,1,Low Risk,Standard enrollment notification
18666,0.82,1,Low Risk,Standard enrollment notification
14660,1.0,1,Low Risk,Standard enrollment notification
18709,0.95,1,Low Risk,Standard enrollment notification
13467,1.0,1,Low Risk,Standard enrollment notification
17215,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
18745,1.0,1,Low Risk,Standard enrollment notification
14482,0.96,1,Low Risk,Standard enrollment notification
17493,0.99,1,Low Risk,Standard enrollment notification
14619,1.0,1,Low Risk,Standard enrollment notification
10592,0.95,1,Low Risk,Standard enrollment notification
18865,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
12226,0.99,1,Low Risk,Standard enrollment notification
10519,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
17871,0.98,1,Low Risk,Standard enrollment notification
15685,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
14692,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
13105,0.08,0,High Risk,Personalized phone call with HR and benefits explanation
18325,0.98,1,Low Risk,Standard enrollment notification
14063,0.98,1,Low Risk,Standard enrollment notification
16604,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
15983,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
11651,1.0,1,Low Risk,Standard enrollment notification
16057,0.1,0,High Risk,Personalized phone call with HR and benefits explanation
11817,1.0,1,Low Risk,Standard enrollment notification
14852,0.95,1,Low Risk,Standard enrollment notification
16899,1.0,1,Low Risk,Standard enrollment notification
12635,1.0,1,Low Risk,Standard enrollment notification
11328,0.98,1,Low Risk,Standard enrollment notification
14736,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
11054,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
10044,0.16,0,High Risk,Personalized phone call with HR and benefits explanation
10008,0.73,1,Low Risk,Standard enrollment notification
17907,0.1,0,High Risk,Personalized phone call with HR and benefits explanation
15591,0.96,1,Low Risk,Standard enrollment notification
10472,1.0,1,Low Risk,Standard enrollment notification
12323,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
18092,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
17644,0.96,1,Low Risk,Standard enrollment notification
14405,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
10465,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
14564,0.94,1,Low Risk,Standard enrollment notification
11692,1.0,1,Low Risk,Standard enrollment notification
12231,0.07,0,High Risk,Personalized phone call with HR and benefits explanation
17580,0.91,1,Low Risk,Standard enrollment notification
19954,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
18258,0.97,1,Low Risk,Standard enrollment notification
11349,0.2,0,High Risk,Personalized phone call with HR and benefits explanation
12481,0.98,1,Low Risk,Standard enrollment notification
15529,0.09,0,High Risk,Personalized phone call with HR and benefits explanation
12150,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
12097,0.98,1,Low Risk,Standard enrollment notification
16189,0.76,1,Low Risk,Standard enrollment notification
15092,0.97,1,Low Risk,Standard enrollment notification
16468,0.99,1,Low Risk,Standard enrollment notification
18467,1.0,1,Low Risk,Standard enrollment notification
17234,1.0,1,Low Risk,Standard enrollment notification
16206,0.58,1,Medium Risk,Reminder email with enrollment benefits
18537,0.08,0,High Risk,Personalized phone call with HR and benefits explanation
14226,0.99,1,Low Risk,Standard enrollment notification
14137,0.88,1,Low Risk,Standard enrollment notification
10850,0.95,1,Low Risk,Standard enrollment notification
11822,0.87,1,Low Risk,Standard enrollment notification
10418,0.82,1,Low Risk,Standard enrollment notification
13719,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
18685,0.98,1,Low Risk,Standard enrollment notification
18803,0.99,1,Low Risk,Standard enrollment notification
14174,0.93,1,Low Risk,Standard enrollment notification
11923,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
19338,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
19639,1.0,1,Low Risk,Standard enrollment notification
15490,0.96,1,Low Risk,Standard enrollment notification
13762,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
12103,0.08,0,High Risk,Personalized phone call with HR and benefits explanation
18825,0.98,1,Low Risk,Standard enrollment notification
14156,0.3,0,Medium Risk,Reminder email with enrollment benefits
12233,0.94,1,Low Risk,Standard enrollment notification
19456,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
19631,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
16302,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
14932,1.0,1,Low Risk,Standard enrollment notification
10030,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
11824,1.0,1,Low Risk,Standard enrollment notification
16921,0.96,1,Low Risk,Standard enrollment notification
13698,1.0,1,Low Risk,Standard enrollment notification
18419,1.0,1,Low Risk,Standard enrollment notification
13685,1.0,1,Low Risk,Standard enrollment notification
13345,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
15969,0.1,0,High Risk,Personalized phone call with HR and benefits explanation
17994,1.0,1,Low Risk,Standard enrollment notification
18680,1.0,1,Low Risk,Standard enrollment notification
19083,0.97,1,Low Risk,Standard enrollment notification
18793,1.0,1,Low Risk,Standard enrollment notification
16512,0.92,1,Low Risk,Standard enrollment notification
13281,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
16390,0.97,1,Low Risk,Standard enrollment notification
12948,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
13168,0.88,1,Low Risk,Standard enrollment notification
18290,1.0,1,Low Risk,Standard enrollment notification
17005,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
12413,0.95,1,Low Risk,Standard enrollment notification
16309,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
12246,0.99,1,Low Risk,Standard enrollment notification
17585,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
14607,0.92,1,Low Risk,Standard enrollment notification
10448,0.99,1,Low Risk,Standard enrollment notification
15773,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
15994,0.98,1,Low Risk,Standard enrollment notification
16965,1.0,1,Low Risk,Standard enrollment notification
10015,1.0,1,Low Risk,Standard enrollment notification
14394,0.98,1,Low Risk,Standard enrollment notification
18513,1.0,1,Low Risk,Standard enrollment notification
15664,0.93,1,Low Risk,Standard enrollment notification
15505,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
13795,1.0,1,Low Risk,Standard enrollment notification
16227,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
18171,1.0,1,Low Risk,Standard enrollment notification
19575,0.98,1,Low Risk,Standard enrollment notification
12343,0.16,0,High Risk,Personalized phone call with HR and benefits explanation
10287,0.94,1,Low Risk,Standard enrollment notification
13844,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
14219,0.99,1,Low Risk,Standard enrollment notification
12313,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
15751,0.98,1,Low Risk,Standard enrollment notification
17271,0.9,1,Low Risk,Standard enrollment notification
14020,0.97,1,Low Risk,Standard enrollment notification
12053,0.99,1,Low Risk,Standard enrollment notification
18552,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
16661,0.99,1,Low Risk,Standard enrollment notification
15005,0.99,1,Low Risk,Standard enrollment notification
14447,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
19436,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
10166,0.97,1,Low Risk,Standard enrollment notification
18517,0.98,1,Low Risk,Standard enrollment notification
16392,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
11340,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
17044,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
11139,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
16303,0.93,1,Low Risk,Standard enrollment notification
17754,1.0,1,Low Risk,Standard enrollment notification
19537,0.99,1,Low Risk,Standard enrollment notification
12189,1.0,1,Low Risk,Standard enrollment notification
13974,0.16,0,High Risk,Personalized phone call with HR and benefits explanation
15229,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
10300,0.87,1,Low Risk,Standard enrollment notification
19803,0.07,0,High Risk,Personalized phone call with HR and benefits explanation
16542,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
11616,1.0,1,Low Risk,Standard enrollment notification
15328,0.97,1,Low Risk,Standard enrollment notification
18942,0.87,1,Low Risk,Standard enrollment notification
15660,0.72,1,Low Risk,Standard enrollment notification
13082,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
13143,1.0,1,Low Risk,Standard enrollment notification
16067,0.13,0,High Risk,Personalized phone call with HR and benefits explanation
11428,0.92,1,Low Risk,Standard enrollment notification
15244,1.0,1,Low Risk,Standard enrollment notification
15625,0.04,0,High Risk,Personalized phone call with HR and benefits explanation
14149,0.97,1,Low Risk,Standard enrollment notification
10847,0.97,1,Low Risk,Standard enrollment notification
13035,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
19481,1.0,1,Low Risk,Standard enrollment notification
10032,0.95,1,Low Risk,Standard enrollment notification
18699,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
10812,0.15,0,High Risk,Personalized phone call with HR and benefits explanation
19098,0.97,1,Low Risk,Standard enrollment notification
11485,0.97,1,Low Risk,Standard enrollment notification
13460,0.9,1,Low Risk,Standard enrollment notification
15856,0.99,1,Low Risk,Standard enrollment notification
12145,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
19526,0.09,0,High Risk,Personalized phone call with HR and benefits explanation
16453,1.0,1,Low Risk,Standard enrollment notification
13192,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
18617,0.96,1,Low Risk,Standard enrollment notification
17811,1.0,1,Low Risk,Standard enrollment notification
10331,1.0,1,Low Risk,Standard enrollment notification
13511,0.17,0,High Risk,Personalized phone call with HR and benefits explanation
19700,0.98,1,Low Risk,Standard enrollment notification
15612,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
16875,1.0,1,Low Risk,Standard enrollment notification
11199,0.12,0,High Risk,Personalized phone call with HR and benefits explanation
15208,0.89,1,Low Risk,Standard enrollment notification
14424,0.04,0,High Risk,Personalized phone call with HR and benefits explanation
13952,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
11089,0.97,1,Low Risk,Standard enrollment notification
19022,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
12516,1.0,1,Low Risk,Standard enrollment notification
18196,1.0,1,Low Risk,Standard enrollment notification
13725,1.0,1,Low Risk,Standard enrollment notification
14041,0.96,1,Low Risk,Standard enrollment notification
17924,0.95,1,Low Risk,Standard enrollment notification
12460,0.86,1,Low Risk,Standard enrollment notification
10550,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
19231,0.96,1,Low Risk,Standard enrollment notification
15582,0.93,1,Low Risk,Standard enrollment notification
12301,1.0,1,Low Risk,Standard enrollment notification
14361,0.11,0,High Risk,Personalized phone call with HR and benefits explanation
13096,0.13,0,High Risk,Personalized phone call with HR and benefits explanation
18511,1.0,1,Low Risk,Standard enrollment notification
18093,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
10919,0.95,1,Low Risk,Standard enrollment notification
15161,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
18908,0.08,0,High Risk,Personalized phone call with HR and benefits explanation
12602,0.06,0,High Risk,Personalized phone call with HR and benefits explanation
13634,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
15098,0.12,0,High Risk,Personalized phone call with HR and benefits explanation
14631,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
